no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
1.0,1.0,0.990383577804008,1.0,1.0,1.0,0.9959931574183366
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9799474047147918,1.0,1.0,1.0,0.9916447519644965
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9301874093512844,1.0,1.0,1.0,0.9709114205630351
1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.7673223973067778,1.0,1.0,1.0,0.903050998877824
1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9272424346048987,1.0,1.0,1.0,0.969684347752041
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8846483029174274,1.0,1.0,1.0,0.9519367928822614
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8525168514011879,1.0,1.0,1.0,0.9385486880838284
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,0.7675235500388128,1.0,1.0,1.0,0.9031348125161719
1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.7898661224983552,1.0,1.0,1.0,0.912444217707648
1.0,1.0,0.798827807535579,1.0,1.0,1.0,0.9161782531398246
1.0,1.0,0.4615414413162254,1.0,1.0,1.0,0.775642267215094
1.0,1.0,0.8143617564710534,1.0,1.0,1.0,0.9226507318629388
1.0,1.0,0.8713915398090478,1.0,1.0,1.0,0.9464131415871032
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8480731731128097,1.0,1.0,0.5,0.9366971554636706
1.0,1.0,0.6196073509544303,1.0,1.0,1.0,0.8415030628976793
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8703054471573226,1.0,1.0,1.0,0.9459606029822177
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.7911354801267445,1.0,1.0,1.0,0.9129731167194768
0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.8023179681339266,1.0,1.0,1.0,0.9176324867224693
1.0,1.0,0.6265275304787064,1.0,1.0,1.0,0.8443864710327943
1.0,1.0,0.5735292237911004,1.0,1.0,1.0,0.8223038432462918
1.0,1.0,0.7011995598390324,1.0,1.0,1.0,0.8754998165995969
1.0,1.0,0.9358590678228768,1.0,1.0,1.0,0.9732746115928652
1.0,1.0,0.39555548982788946,1.0,1.0,1.0,0.7481481207616206
1.0,1.0,0.569018011881545,1.0,1.0,1.0,0.8204241716173103
1.0,1.0,0.6450137586161467,1.0,1.0,1.0,0.8520890660900612
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.35521734779180375,1.0,1.0,1.0,0.7313405615799183
1.0,1.0,0.719094812091342,1.0,1.0,1.0,0.8829561717047257
1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,0.4032970400750348,1.0,1.0,1.0,0.7513737666979311
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.49386493096937156,1.0,1.0,1.0,0.7891103879039049
1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8589629566757608,1.0,1.0,1.0,0.941234565281567
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.5900233552306439,1.0,1.0,1.0,0.8291763980127683
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8777041559502908,1.0,1.0,1.0,0.9490433983126212
1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,0.12022440878013115,1.0,1.0,1.0,0.6334268369917213
1.0,1.0,0.41877629525752824,1.0,1.0,1.0,0.7578234563573035
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8248187471690146,1.0,1.0,1.0,0.9270078113204226
1.0,1.0,0.7377667409549509,1.0,1.0,1.0,0.8907361420645629
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.6096670957483461,1.0,1.0,1.0,0.8373612898951442
1.0,1.0,0.7527952937541526,1.0,1.0,0.5,0.8969980390642301
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.42880404415257173,1.0,1.0,1.0,0.7620016850635715
0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.9153717881642925,1.0,1.0,1.0,0.9647382450684553
1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,0.5840221838816626,1.0,1.0,1.0,0.8266759099506927
1.0,1.0,0.7883294690227624,1.0,1.0,1.0,0.911803945426151
1.0,1.0,0.6512457927556519,1.0,1.0,1.0,0.8546857469815216
0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.8394450456235156,1.0,1.0,1.0,0.9331021023431315
1.0,1.0,0.30521752606698066,1.0,1.0,1.0,0.7105073025279086
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8545405584161835,1.0,1.0,1.0,0.9393918993400764
1.0,1.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,0.5143210173747019,1.0,1.0,1.0,0.7976337572394591
1.0,1.0,0.4158269896008712,1.0,1.0,1.0,0.756594579000363
1.0,1.0,0.8972430639099209,1.0,1.0,1.0,0.957184609962467
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.692452028749076,1.0,1.0,1.0,0.8718550119787816
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,0.6203546126984091,1.0,1.0,1.0,0.8418144219576704
1.0,1.0,0.5536328349644396,1.0,1.0,1.0,0.8140136812351831
1.0,1.0,0.8082736410118918,1.0,1.0,1.0,0.9201140170882883
